OBJECTID,ATCOCODE,GRIDTYPE,EASTING,NORTHING,LON,LAT,COMMONNAME,IDENTIFIER,DIRECTION,STREET,LANDMARK,NATGAZID,NATGAZLOCA,PARENTLOCA,GRANDPAREN,TOWN,SUBURB,STOPTYPE,BUSSTOPTYP,BUSREGISTR,RECORDSTAT,NOTES,LOCALITYCE,SMSNUMBER,LASTCHANGE
561,410000024358,,438901,557119,-1.39481000000,54.90729000000,HYLTON ROAD,E,E,HYLTON ROAD,40M WEST OF TRIMDON STREET ROUNDABOUT,E0030737,Ayre's Quay,Sunderland Urban Area,,SL,MILLFIELD,BCT,MKD,OTH,ACT,,Y,,10/06/2005
562,410000024359,,438909,557216,-1.39467000000,54.90816000000,TRIMDON ST MILLFIELD N/B,N,N,TRIMDON STREET,OPPOSITE RETAIL PARK HALFORDS PC WORLD ECT.,E0030737,Ayre's Quay,Sunderland Urban Area,,SL,DEPTFORD,BCT,MKD,OTH,ACT,,Y,,10/06/2005
563,410000024360,,438837,557404,-1.39577000000,54.90985000000,TRIMDON ST S/LAND N/B,N,N,TRIMDON STREET,OPPOSITE B&Q,E0030737,Ayre's Quay,Sunderland Urban Area,,SL,DEPTFORD,BCT,MKD,OTH,ACT,,Y,,17/01/2005
564,410000024361,,438627,557502,-1.39903000000,54.91075000000,TRIMDON ST WEST S/LAND W/,W,W,TRIMDON STREET,OPPOSITE THE CEMENT WORKS,E0030737,Ayre's Quay,Sunderland Urban Area,,SL,DEPTFORD,BCT,MKD,OTH,ACT,,Y,,17/01/2005
565,410000024362,,438265,557512,-1.40468000000,54.91087000000,PALLION NEW RD S/LAND W/B,W,W,PALLION NEW ROAD,OUTSIDE THE PYREX WORKS,E0031051,Millfield (Sunderland Urban Area),Sunderland Urban Area,,SL,DEPTFORD,BCT,MKD,OTH,ACT,,Y,,17/01/2005
566,410000024363,,438058,557548,-1.40790000000,54.91121000000,QUEEN ALEXANDRA BRIDGE SOUTH END,W,W,PALLION NEW ROAD,OUTSIDE THE GALA BINGO,E0031051,Millfield (Sunderland Urban Area),Sunderland Urban Area,,SL,PALLION,BCT,MKD,OTH,ACT,,Y,,07/03/2005
567,410000024364,,437584,557679,-1.41528000000,54.91242000000,PALLION NEW RD PALLION E/,W,W,PALLION NEW ROAD,150M EAST OF PALLION METRO STATION,E0031109,Pallion,Sunderland Urban Area,,SL,PALLION,BCT,MKD,OTH,ACT,,Y,,10/06/2005
568,410000024365,,437572,557507,-1.41549000000,54.91087000000,MERLE TERRACE PALLION,S,S,MERLE TERRACE,OPPOSITE WAVERLEY TER LEADING TO PALLION SCHOOL,E0031109,Pallion,Sunderland Urban Area,,SL,PALLION,BCT,MKD,OTH,ACT,,Y,,17/01/2005
569,410000024366,,437566,557319,-1.41561000000,54.90919000000,PALLION,W,W,ST LUKES ROAD,OPPOSITE PARISH ROOM AND VICARAGE,E0031109,Pallion,Sunderland Urban Area,,SL,PALLION,BCT,MKD,PPT,ACT,,Y,,17/01/2005
570,410000024367,,437249,557293,-1.42055000000,54.90898000000,ST LUKES ROAD-PLANTATION RD,W,W,ST LUKES ROAD,OUTSIDE PLANTATION ROAD JUNCTION,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,PALLION,BCT,MKD,OTH,ACT,,Y,,17/01/2005
571,410000024368,,436982,557254,-1.42472000000,54.90864000000,ST LUKES ROAD-FORDHAM RD,W,W,ST LUKES ROAD,OUTSIDE FORDHAM ROAD JUNCTION,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,PALLION,BCT,MKD,OTH,ACT,,Y,,17/01/2005
572,410000024369,,436829,557225,-1.42711000000,54.90840000000,ST LUKES RD FORD EST W/B,W,W,ST LUKES ROAD,EAST OF WESTMOOR ROAD,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD ESTATE,BCT,MKD,OTH,ACT,,Y,,17/01/2005
573,410000024370,,436471,557158,-1.43271000000,54.90782000000,ST LUKES ROAD-FOREST RD,W,W,ST LUKES ROAD,OUTSIDE FLAX SQUARE JUNCTION,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD,BCT,MKD,OTH,ACT,,Y,,17/01/2005
574,410000024371,,436164,556927,-1.43752000000,54.90577000000,PENNYWELL QUARRY VIEW,W,W,ST LUKES ROAD,OPPOSITE QUARRY VIEW INFANTS AND JUNIOR SCHOOL,E0031174,South Hylton,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,PPT,ACT,,Y,,17/01/2005
575,410000024372,,435993,556738,-1.44021000000,54.90408000000,ST LUKES ROAD-PENNYWELL,S,S,ST LUKES ROAD,OPPOSITE QUARRY VIEW INFANTS AND JUNIOR SCHOOL,E0031174,South Hylton,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,17/01/2005
576,410000024373,,436042,556557,-1.43947000000,54.90245000000,FORDFIELD ROAD-ST LUKES RD,E,E,FORDFIELD ROAD,OPPOSITE PADGATE ROAD JUNCTION,E0031174,South Hylton,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,17/01/2005
577,410000024374,,436270,556632,-1.43591000000,54.90311000000,FORDFIELD ROAD-PENNYWELL,E,E,FORDFIELD ROAD,75M WEST OPPOSITE FORD AND HYLTON LANE CLUB,E0031174,South Hylton,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,17/01/2005
578,410000024375,,436676,556765,-1.42956000000,54.90427000000,FORDFIELD ROAD-HAVELOCK SCHOOL,E,E,FORDFIELD ROAD,OUTSIDE HAVERLOCK PRIMARY SCHOOL,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD ESTATE,BCT,MKD,OTH,ACT,,Y,,02/02/2005
579,410000024376,,436937,556852,-1.42548000000,54.90504000000,HILLSIDE SCHOOL,E,E,FORDFIELD ROAD,OUTSIDE FELSTEAD CENTRE,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD,BCT,MKD,PPT,ACT,,Y,,28/02/2005
580,410000024377,,437294,556969,-1.41989000000,54.90606000000,FORDFIELD ROAD-FORD EST,E,E,FORDFIELD ROAD,OPPOSITE SHOPS WEST OF FOURSTONES ROAD,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD ESTATE,BCT,MKD,OTH,ACT,,Y,,17/01/2005
581,410000024378,,437630,557062,-1.41464000000,54.90687000000,PALLION FORDFIELD ROAD,E,E,FORDFIELD ROAD,OUTSIDE GARFIELD STREET,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,PALLION,BCT,MKD,PPT,ACT,,Y,,31/01/2005
582,410000024379,,437576,557040,-1.41549000000,54.90668000000,PALLION FORDFIELD ROAD,W,W,FORDFIELD ROAD,OUTSIDE FORDLAND PLACE JUNCTION,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,PALLION,BCT,MKD,PPT,ACT,,Y,,17/01/2005
583,410000024380,,437278,556956,-1.42015000000,54.90594000000,FORDFIELD ROAD-FORD EST,W,W,FORDFIELD ROAD,OUTSIDE SHOPS AND GENERAL HAVLOCK ROAD JUNCTION,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD ESTATE,BCT,MKD,OTH,ACT,,Y,,17/01/2005
584,410000024381,,437066,556886,-1.42346000000,54.90533000000,FORDFIELD RD FORD EST W/B,W,W,FORDFIELD ROAD,OUTSIDE FORDHAM ROAD JUNCTION,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD ESTATE,BCT,MKD,OTH,ACT,,Y,,02/02/2005
585,410000024382,,436754,556783,-1.42834000000,54.90443000000,FORDFIELD ROAD-HAVELOCK SCHOOL,SW,SW,FORDFIELD ROAD,OPPOSITE HAVELOCK PRIMARY SCHOOL,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD ESTATE,BCT,MKD,OTH,ACT,,Y,,02/02/2005
586,410000024383,,436518,556705,-1.43203000000,54.90375000000,FORDFIELD ROAD-FORD ESTATE,E,E,FORDFIELD ROAD,OPPOSITE FIELDS SQUARE ENTRANCE,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD ESTATE,BCT,MKD,OTH,ACT,,Y,,17/01/2005
587,410000024384,,436240,556614,-1.43638000000,54.90295000000,FORDFIELD ROAD-PENNYWELL,W,W,FORDFIELD ROAD,110M WEST OF FORD AND HYLTON LANE SOCIAL CLUB,E0031174,South Hylton,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,17/01/2005
588,410000024385,,436009,556538,-1.43999000000,54.90228000000,FORDFIELD ROAD-ST LUKES RD,W,W,FORDFIELD ROAD,20M WEST OF PADGATE ROAD JUNCTION,E0031174,South Hylton,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,17/01/2005
589,410000024386,,435996,556760,-1.44016000000,54.90428000000,ST LUKES ROAD-PENNYWELL,N,N,ST LUKES ROAD,OUTSIDE QUARRY VIEW INFANTS AND JUNIOR SCHOOL,E0031174,South Hylton,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,OTH,ACT,,Y,,17/01/2005
590,410000024387,,436204,557004,-1.43689000000,54.90645000000,PENNYWELL QUARRY VIEW,NE,NE,ST LUKES ROAD,100M EAST OF QUARRY VIEW INFANTS AND JUNIOR SCH.,E0031174,South Hylton,Sunderland Urban Area,,SL,PENNYWELL,BCT,MKD,PPT,ACT,,Y,,17/01/2005
591,410000024388,,436521,557175,-1.43192000000,54.90797000000,ST LUKES ROAD-FOREST RD,E,E,ST LUKES ROAD,OPPOSITE FOREST ROAD JUNCTION,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD,BCT,MKD,OTH,ACT,,Y,,17/01/2005
592,410000024389,,436996,557265,-1.42450000000,54.90874000000,ST LUKES ROAD-FORDHAM RD,E,E,ST LUKES ROAD,OPPOSITE FORDHAM ROAD JUNCTION,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,PALLION,BCT,MKD,OTH,ACT,,Y,,17/01/2005
593,410000024390,,437348,557317,-1.41901000000,54.90918000000,ST LUKES RD SUNDERLAND E/,E,E,ST LUKES ROAD,OUTSIDE PALLION INDUSTRIAL ESTATE,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,PALLION,BCT,MKD,OTH,ACT,,Y,,17/01/2005
594,410000024391,,437525,557368,-1.41624000000,54.90963000000,PALLION,N,N,MELDON ROAD,OPPOSITE THE VICARAGE/ ST LUKES CHURCH,E0031109,Pallion,Sunderland Urban Area,,SL,PALLION,BCT,MKD,PPT,ACT,,Y,,17/01/2005
595,410000024392,,437553,557512,-1.41578000000,54.91092000000,MERLE TERRACE PALLION,N,N,MERLE TERRACE,OUTSIDE WAVERLEY TER LEADING TO PALLION SCHOOL,E0031109,Pallion,Sunderland Urban Area,,SL,PALLION,BCT,MKD,OTH,ACT,,Y,,10/06/2005
596,410000024394,,437531,557708,-1.41610000000,54.91268000000,PALLION NEW RD PALLION E/B,E,E,PALLION NEW ROAD,OUTSIDE PALLION RETAIL PARK WOODBINE TERRACE,E0031109,Pallion,Sunderland Urban Area,,SL,PALLION,BCT,MKD,OTH,ACT,,Y,,10/06/2005
685,410000024528,,436393,555232,-1.43416000000,54.89052000000,GLENEAGLES ROAD-GRINDON LANE,E,E,GLENEAGLES ROAD,OUTSIDE BETHANY MEMORIAL METHODIST CHURCH,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,GRINDON,BCT,MKD,OTH,ACT,,Y,,31/01/2005
686,410000024529,,436296,555463,-1.43565000000,54.89260000000,GRINDON LANE GLENLEIGH DRIVE,N,N,GRINDON LANE,OUTSIDE BOWLING GREEN/ GRINDON MILL PUBLIC HOUSE,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,GRINDON,BCT,MKD,OTH,ACT,,Y,,31/01/2005
687,410000024530,,436283,555505,-1.43585000000,54.89298000000,GRINDON LANE GLENLEIGH DRIVE,S,S,GRINDON LANE,OPPOSITE THE GRINDON MILL PUBLIC HOUSE,E0030918,Grindon (Sunderland Urban Area),Sunderland Urban Area,,SL,GRINDON,BCT,MKD,OTH,ACT,,Y,,31/01/2005
688,410000024532,,436640,555100,-1.43033000000,54.88931000000,SOMERSET RD SPRINGWELL N/,NE,NE,SOMERSET ROAD,OPPOSITE GRINDON LANE YOUTH CENTRE,E0030747,Barnes Park,Sunderland Urban Area,,SL,SPRINGWELL,BCT,MKD,OTH,ACT,,Y,,31/01/2005
689,410000024533,,436797,555293,-1.42786000000,54.89104000000,SPRINGWELL SOMERSET ROAD,N,N,SOMERSET ROAD,OPPOSITE SELKIRK SQUARE,E0030747,Barnes Park,Sunderland Urban Area,,SL,SPRINGWELL,BCT,MKD,PPT,ACT,,Y,,31/01/2005
690,410000024534,,437525,557138,-1.41627000000,54.90756000000,MIDMOOR ROAD-PALLION,W,W,MIDMOOR ROAD,WEST OF PALLION METHODIST CHURCH,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,PALLION,BCT,MKD,OTH,ACT,,Y,,31/01/2005
691,410000024535,,437287,557075,-1.41999000000,54.90701000000,MIDMOOR ROAD-FORD EST W/B,W,W,MIDMOOR ROAD,JUNCTION WITH FOURSTONES ROAD,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD ESTATE,BCT,MKD,OTH,ACT,,Y,,31/01/2005
692,410000024536,,437042,557122,-1.42380000000,54.90745000000,WEST MOOR ROAD-FORDHAM RD,W,W,WEST MOOR ROAD,90M WEST OF FALMOUTH ROAD,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD ESTATE,BCT,MKD,OTH,ACT,,Y,,07/07/2005
693,410000024537,,436815,557184,-1.42734000000,54.90803000000,WEST MOOR RD-FORD EST,W,W,WEST MOOR ROAD,40M S/E  OF  ST LUKES ROAD,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD ESTATE,BCT,MKD,OTH,ACT,,Y,,31/01/2005
694,410000024538,,436828,557190,-1.42713000000,54.90808000000,WEST MOOR RD-FORD EST,SE,SE,WEST MOOR ROAD,40M S/E OF ST LUKES ROAD,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD ESTATE,BCT,MKD,OTH,ACT,,Y,,31/01/2005
695,410000024539,,436996,557144,-1.42452000000,54.90765000000,WESTMOOR ROAD-FORDHAM RD,E,E,WEST MOOR ROAD,JUNCTION WITH FORDHAM ROAD,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD ESTATE,BCT,MKD,OTH,ACT,,Y,,07/07/2005
696,410000024540,,437306,557088,-1.41969000000,54.90713000000,MIDMOOR ROAD-FORD EST,E,E,MIDMOOR ROAD,45M EAST OF PLANTATION ROAD,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,FORD ESTATE,BCT,MKD,OTH,ACT,,Y,,31/01/2005
446,410000024217,,435863,559581,-1.44189000000,54.92964000000,KINGSWAY ROAD-KIDDS SQUARE,N,N,KINGSWAY ROAD,OPPOSITE DOWNHILL CLUB,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,DOWNHILL,BCT,MKD,OTH,ACT,,Y,,07/01/2005
447,410000024218,,435619,559846,-1.44566000000,54.93203000000,KINGSWAY ROAD-KEIGHLEY AVENUE,NW,NW,KINGSWAY ROAD,OUTSIDE KEITH SQUARE,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,DOWNHILL,BCT,MKD,OTH,ACT,,Y,,07/01/2005
448,410000024219,,435393,559782,-1.44920000000,54.93148000000,DOWNHILL,S,S,HYLTON LANE,OPPOSITE ST JOHN BOSCO RC PRIMARY SCHOOL,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,DOWNHILL,BCT,MKD,PPT,ACT,,Y,,09/03/2005
449,410000024220,,435490,559320,-1.44774000000,54.92732000000,HYLTON LANE DOWNHILL,S,S,HYLTON LANE,OPPOSITE BAYSWATER AVENUE,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,DOWNHILL,BCT,MKD,OTH,ACT,,Y,,09/03/2005
450,410000024221,,435475,559218,-1.44799000000,54.92640000000,HYLTON LANE,N,N,HYLTON LANE,OPPOSITE COUNCIL HOUSING GROUP,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,DOWNHILL,BCT,MKD,OTH,ACT,,Y,,09/03/2005
451,410000024222,,435483,559368,-1.44784000000,54.92775000000,HYLTON LANE DOWNHILL N/B,N,N,HYLTON LANE,OUTSIDE BRADSHAW STREET JUNCTION,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,DOWNHILL,BCT,MKD,OTH,ACT,,Y,,09/03/2005
452,410000024223,,435379,559814,-1.44941000000,54.93176000000,DOWNHILL,N,N,HYLTON LANE,OUTSIDE ST JOHN BOSCO RC PRIMARY SCHOOL,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,DOWNHILL,BCT,MKD,PPT,ACT,,Y,,09/03/2005
453,410000024224,,435423,559908,-1.44871000000,54.93260000000,DOWNHILL,E,E,KINGSWAY ROAD,OPPOSITE ST JAMES COURT,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,DOWNHILL,BCT,MKD,PPT,ACT,,Y,,07/07/2005
454,410000024225,,435651,559844,-1.44516000000,54.93201000000,KINGSWAY ROAD-KIEGHLEY AVENUE,E,E,KINGSWAY ROAD,OPPOSITE KEITH SQUARE,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,DOWNHILL,BCT,MKD,OTH,ACT,,Y,,07/01/2005
455,410000024226,,435864,559562,-1.44187000000,54.92947000000,RAVENSWOOD RD DOWNHILL S/,S,S,RAVENSWOOD ROAD,OUTSIDE DOWNHILL CLUB,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,DOWNHILL,BCT,MKD,OTH,ACT,,Y,,07/01/2005
456,410000024227,,435990,559348,-1.43993000000,54.92753000000,RAVENSWOOD ROAD-RUTHERFORD SQ,S,S,RAVENSWOOD ROAD,OPPOSITE RUTHERFORD SQUARE JUNCTION,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,HYLTON RED HOUSE,BCT,MKD,OTH,ACT,,Y,,07/01/2005
457,410000024228,,436127,559155,-1.43782000000,54.92579000000,RAVENSWOOD ROAD RED HOUSE,S,S,RAVENSWOOD ROAD,OUTSIDE RUNCORN ROAD,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,HYLTON RED HOUSE,BCT,MKD,OTH,ACT,,Y,,07/01/2005
458,410000024229,,436236,559407,-1.43609000000,54.92805000000,RAMILLIES ROAD-RAWMARSH ROAD,W,W,RAMILLIES ROAD,OUTSIDE CLUB EAST OF BISHOP HARLAND C. E.SCHOOL,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,DOWNHILL,BCT,MKD,OTH,ACT,,Y,,07/01/2005
459,410000024230,,436020,559439,-1.43945000000,54.92835000000,RAMILLIES RD DOWNHILL E/B,E,E,RAMILLIES ROAD,OPPOSITE REDESDALE ROAD,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,DOWNHILL,BCT,MKD,OTH,ACT,,Y,,07/01/2005
460,410000024231,,436183,559437,-1.43691000000,54.92832000000,RAMILLIES ROAD-ROCKINGHAM ROAD,E,E,RAMILLIES ROAD,OUTSIDE BISHOP HARLAND CHURCH OF ENGLAND SCHOOL,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,DOWNHILL,BCT,MKD,OTH,ACT,,Y,,07/01/2005
461,410000024232,,435378,559615,-1.44945000000,54.92998000000,BRUNSWICK RD TOWN END FARM,W,W,BRUNSWICK ROAD,OUTSIDE JUNCTION WITH BODMIN SQUARE,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,TOWN END FARM,BCT,MKD,OTH,ACT,,Y,,07/01/2005
462,410000024233,,435075,559478,-1.45420000000,54.92877000000,TOWN END FARM SHOPS,S,S,BLACKWOOD ROAD,OPPOSITE THE SLIPWAY PUBLIC HOUSE,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,TOWN END FARM,BCT,MKD,PPT,ACT,,Y,,03/02/2005
463,410000024235,,435313,559601,-1.45047000000,54.92986000000,BRUNSWICK RD TOWN END FARM,E,E,BRUNSWICK ROAD,OPPOSITE NO.27 BRUNSWICK ROAD,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,TOWN END FARM,BCT,MKD,OTH,ACT,,Y,,07/01/2005
464,410000024236,,435011,559740,-1.45516000000,54.93113000000,BAXTER RD TOWN END FARM,S,S,BAXTER ROAD,OUTSIDE BLYDON AVENUE,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,TOWN END FARM,BCT,MKD,OTH,ACT,,Y,,03/02/2005
465,410000024237,,435717,558885,-1.44425000000,54.92339000000,HYLTON CASTLE,S,S,CRAIGAVON ROAD,OUTSIDE HYLTON CASTLE ENTRANCE,E0030988,Hylton Castle,Sunderland Urban Area,,SL,HYLTON CASTLE,BCT,MKD,PPT,ACT,,Y,,07/01/2005
466,410000024238,,435474,558842,-1.44805000000,54.92302000000,CRANLEIGH RD  HYLTON CASTLE,W,W,CRANLEIGH ROAD,OPPOSITE COTSWOLD ROAD,E0030988,Hylton Castle,Sunderland Urban Area,,SL,HYLTON CASTLE,BCT,MKD,OTH,ACT,,Y,,07/01/2005
467,410000024239,,435225,558881,-1.45193000000,54.92339000000,HYLTON CASTLE SHOPS,W,W,CHEADLE ROAD,65M WEST OF HYLTON CASTLE ARMS PUBLIC HOUSE,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,HYLTON CASTLE,BCT,MKD,PPT,ACT,,Y,,03/02/2005
468,410000024241,,435244,558890,-1.45163000000,54.92347000000,HYLTON CASTLE SHOPS,E,E,CHEADLE ROAD,50M WEST OF HYLTON CASTLE ARMS PUBLIC HOUSE,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,HYLTON CASTLE,BCT,MKD,PPT,ACT,,Y,,03/02/2005
469,410000024242,,435528,558850,-1.44720000000,54.92309000000,CRANLEIGH ROAD HYLTON CASTLE,E,E,CRANLEIGH ROAD,OPPOSITE LIBRARY,E0030988,Hylton Castle,Sunderland Urban Area,,SL,HYLTON CASTLE,BCT,MKD,OTH,ACT,,Y,,07/01/2005
470,410000024243,,435280,558923,-1.45106000000,54.92377000000,HYLTON CASTLE SHOPS,N,N,CANTERBURY ROAD,OPPOSITE ST FRANCIS OF ASSISI CHURCH,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,HYLTON CASTLE,BCT,MKD,PPT,ACT,,Y,,03/02/2005
471,410000024244,,435285,559098,-1.45097000000,54.92534000000,CANTERBURY RD H/CASTLE N/,N,N,CANTERBURY ROAD,35M SOUTH OF WASHINGTON ROAD,E0030849,Downhill (Sunderland Urban Area),Sunderland Urban Area,,SL,HYLTON CASTLE,BCT,MKD,OTH,ACT,,Y,,03/02/2005
472,410000024245,,438946,556656,-1.39417000000,54.90312000000,CHESTER ROAD,W,W,CHESTER ROAD,OPPOSITE SUNDERLAND  TECHNOLOGY PARK,E0031051,Millfield (Sunderland Urban Area),Sunderland Urban Area,,SL,SUNDERLAND,BCT,MKD,OTH,ACT,,Y,,10/06/2005
473,410000024246,,438373,556488,-1.40313000000,54.90166000000,CHESTER RD SUNDERLAND W/B,NE,NE,CHESTER ROAD,OPPOSITE THE CHESTERS PUBLIC HOUSE,E0031051,Millfield (Sunderland Urban Area),Sunderland Urban Area,,SL,EDEN VALE,BCT,MKD,OTH,ACT,,Y,,10/06/2005
597,410000024395,,438104,557553,-1.40718000000,54.91125000000,QUEEN ALEXANDRA BRIDGE SOUTH END,E,E,PALLION NWE ROAD,OPPOSITE THE GALA BINGO,E0031051,Millfield (Sunderland Urban Area),Sunderland Urban Area,,SL,PALLION,BCT,MKD,OTH,ACT,,Y,,07/03/2005
598,410000024396,,438271,557521,-1.40458000000,54.91095000000,PALLION NEW RD S/LAND E/B,E,E,PALLION NEW ROAD,OPPOSITE THE PYREX WORKS,E0031051,Millfield (Sunderland Urban Area),Sunderland Urban Area,,SL,DEPTFORD,BCT,MKD,OTH,ACT,,Y,,17/01/2005
599,410000024397,,438651,557514,-1.39866000000,54.91085000000,TRIMDON ST WEST S/LAND E/,E,E,TRIMDON STREET,OUTSIDE THE CEMENT WORKS,E0030737,Ayre's Quay,Sunderland Urban Area,,SL,DEPTFORD,BCT,MKD,OTH,ACT,,Y,,17/01/2005
600,410000024398,,438874,557384,-1.39520000000,54.90967000000,TRIMDON ST S/LAND S/B,S,S,TRIMDON STREET,OUTSIDE B&Q,E0030737,Ayre's Quay,Sunderland Urban Area,,SL,DEPTFORD,BCT,MKD,OTH,ACT,,Y,,17/01/2005
601,410000024399,,438933,557197,-1.39430000000,54.90798000000,TRIMDON ST S/LAND S/B,S,S,TRIMDON STREET,OUTSIDE RETAIL PARK HALFORDS PC WORLD ECT.,E0030737,Ayre's Quay,Sunderland Urban Area,,SL,DEPTFORD,BCT,MKD,OTH,ACT,,Y,,10/06/2005
602,410000024431,,439995,556347,-1.37786000000,54.90026000000,TOWARD RD S/LAND N/B,N,N,TOWARD ROAD,OPPOSITE NELSON CLOSE,E0057917,Sunderland (Sunderland Urban Area),Sunderland Urban Area,,SL,ASHBROOKE,BCT,MKD,OTH,ACT,,Y,,08/02/2005
603,410000024434,,439861,555437,-1.38007000000,54.89210000000,THE CEDARS S/LAND S/B,SW,SW,THE CEDARS,OPPOSITE BEECHHOLM COURT,E0030939,Hendon (Sunderland Urban Area),Sunderland Urban Area,,SL,ASHBROOKE,BCT,MKD,OTH,ACT,,Y,,02/02/2005
604,410000024435,,439661,555301,-1.38321000000,54.89089000000,ASHBROOK RANGE S/LAND W/B,SW,SW,ASHBROOKE RANGE,OUTSIDE NILVERTON AVENUE JUNCTION,E0030735,Ashbrooke,Sunderland Urban Area,,SL,ASHBROOKE,BCT,MKD,OTH,ACT,,Y,,17/01/2005
605,410000024436,,439649,555304,-1.38340000000,54.89092000000,ASHBROOK RANGE S/LAND E/B,E,E,ASHBROOKE RANGE,OPPOSITE NILVERTON AVENUE JUNCTION,E0030735,Ashbrooke,Sunderland Urban Area,,SL,ASHBROOKE,BCT,MKD,OTH,ACT,,Y,,17/01/2005
606,410000024440,,437956,556390,-1.40965000000,54.90081000000,ROYAL HOSPITAL KAYLL ROAD,S,S,KAYLL ROAD,OUTSIDE S/LAND HOSPITAL OPPOSITE ST GABRIELS,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,HIGH BARNES,BCT,MKD,PPT,ACT,,Y,,07/06/2005
607,410000024441,,437866,556570,-1.41103000000,54.90243000000,ROYAL HOSPITAL KAYLL ROAD,S,S,KAYLL ROAD,OPPOSITE HENDERSON ROAD JUNCTION,E0030892,Ford (Sunderland Urban Area),Sunderland Urban Area,,SL,MILLFIELD,BCT,MKD,PPT,ACT,,Y,,17/01/2005
608,410000024442,,437648,557280,-1.41433000000,54.90883000000,PALLION,S,S,ST LUKES TERRACE,OPPOSITE THE POST OFFICE,E0031109,Pallion,Sunderland Urban Area,,SL,PALLION,BCT,MKD,PPT,ACT,,Y,,17/01/2005
